ID	Bifidobacterium adolescentis	Bifidobacterium bifidum	Bifidobacterium longum	Bifidobacterium pseudocatenulatum	Collinsella aerofaciens	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides dorei	Bacteroides eggerthii	Bacteroides faecis	Bacteroides finegoldii	Bacteroides fragilis	Bacteroides intestinalis	Bacteroides massiliensis	Bacteroides ovatus	Bacteroides salyersiae	Bacteroides stercoris	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides xylanisolvens	Bacteroidales bacterium ph8	Barnesiella intestinihominis	Coprobacter fastidiosus	Odoribacter splanchnicus	Parabacteroides distasonis	Parabacteroides goldsteinii	Parabacteroides merdae	Parabacteroides unclassified	Paraprevotella clara	Paraprevotella unclassified	Prevotella copri	Alistipes finegoldii	Alistipes onderdonkii	Alistipes putredinis	Alistipes shahii	Alistipes unclassified	Streptococcus salivarius	Clostridium bolteae	Clostridium citroniae	Clostridium clostridioforme	Clostridium hathewayi	Clostridium leptum	Clostridium nexile	Clostridium symbiosum	Flavonifractor plautii	Eubacterium eligens	Eubacterium hallii	Eubacterium rectale	Eubacterium siraeum	Eubacterium sp 3 1 31	Eubacterium ventriosum	Ruminococcus gnavus	Ruminococcus obeum	Ruminococcus torques	Coprococcus comes	Dorea longicatena	Lachnospiraceae bacterium 1 1 57FAA	Lachnospiraceae bacterium 3 1 46FAA	Roseburia hominis	Roseburia intestinalis	Roseburia inulinivorans	Roseburia unclassified	Oscillibacter unclassified	Peptostreptococcaceae noname unclassified	Faecalibacterium prausnitzii	Ruminococcus bromii	Ruminococcus callidus	Ruminococcus lactaris	Subdoligranulum unclassified	Coprobacillus unclassified	Acidaminococcus unclassified	Dialister invisus	Veillonella atypica	Veillonella dispar	Veillonella parvula	Veillonella unclassified	Burkholderiales bacterium 1 1 47	Parasutterella excrementihominis	Sutterella wadsworthensis	Bilophila unclassified	Escherichia coli	Escherichia unclassified	Klebsiella pneumoniae	Haemophilus parainfluenzae	Akkermansia muciniphila	C2likevirus unclassified
HSM7CYWS_P	157	184	582	557	653	6144	702	10076	1529	3316	4717	175	3	31234	12632	158	52496	419	9850	43991	490	128	5665	586	0	6835	0	3921	0	1078	2943	3263	215	1081	11251	282	0	0	5	0	0	0	74	0	0	19	1687	129	11738	235	0	2913	101	300	350	842	953	0	1000	545	2232	2013	0	1492	0	58991	88	0	3	3162	0	1784	2232	0	0	0	3	103	109	801	246	505	18	0	227	32	34
HSM7CZ2V_P	303	0	795	0	55	25024	129	9585	4	15288	8	3083	0	1137	2192	0	157523	2548	8852	137686	1208	167	651	0	8162	15627	0	12836	0	0	4	11954	3158	241	15469	2680	0	0	94	0	0	0	24	0	125	16	0	0	2634	0	0	8	1219	0	3839	417	0	0	331	3169	273	20	0	1724	0	23020	3037	90	0	15210	0	331	0	0	0	0	94	153	1954	29	2373	5650	0	438	39	278	0
PSM7J1B3_P	211	0	13384	2011	26	8430	30207	3287	5988	709	4713	3682	185	783	3434	860	6270	6838	7558	15363	5256	0	974	0	0	4452	0	1864	3971	0	517	75764	1993	1698	6132	1151	0	229	85	0	0	0	135	0	0	189	1399	44	3530	927	0	116	142	482	738	182	3	232	273	17	321	109	33	1440	0	10119	23	11	117	4835	0	178	1830	0	6	48	187	34	26	240523	293	162512	0	5101	472	0	94
MSM79HD6_P	0	0	240	0	142	28003	10308	8122	247	26	47198	87	0	89805	12281	0	952	48	42095	242764	186	0	0	5740	0	1492	0	6887	0	0	0	303	26	11668	80307	0	0	0	171	0	0	26	0	0	12	268	3816	0	3110	0	0	0	65	234	536	97	0	0	959	5471	8877	1885	1911	2275	0	74506	0	0	0	827	0	0	203	0	0	6	180	571	854	64	0	0	131	0	4634	0	0
MSM9VZFJ_P	35	0	115	308	180	33659	22656	30	57	0	5	1283	0	0	9062	0	2216	10640	33178	81356	372	0	8797	0	9672	127	0	22873	0	0	0	107	495	0	74537	5972	0	0	12	0	0	146	68	117	0	216	2445	465	17899	0	0	1531	20	342	837	709	95	0	123	263	8350	3934	0	0	0	42145	0	0	255	13542	0	0	0	0	0	0	39	0	101	16676	0	995	268	0	0	0	0
CSM7KOQ5_P	0	0	801	0	0	1095	790	79	0	0	0	8	0	0	343	0	122	333	4896	101692	0	0	151	0	0	150	0	847	62	0	0	31	0	0	2519	73	0	0	544	0	0	0	0	466	0	3937	0	5	60902	0	881	0	464	0	203	0	0	0	0	15259	416	9033	0	15456	0	196733	0	0	0	376	0	0	10808	0	0	2848	864	3081	15	610	0	474	354	0	0	0	30
MSM79H94_P	0	0	0	0	0	418	803129	392	430	107	268	64709	0	32	205	0	249	174997	15580	214210	80438	0	0	0	6929	7649	95	0	44244	0	0	3932	43479	36	94769	27470	0	0	307	0	674	0	0	0	0	1501	0	0	56	0	0	0	312	0	0	0	0	0	26	0	0	0	201	2705	0	14715	0	0	0	9692	0	0	18765	0	0	0	8	863	765	7	4235	6053	0	1356	0	0	26
MSM9VZJF_P	7465	0	176	0	3843	19788	0	684	453	1602	0	1444	0	197	2100	0	3088	401	1282	10246	65	0	0	0	3951	382	0	3097	178	1041	3592	49324	217	199	368	370	0	324	106	252	0	400	0	0	0	1519	17334	426	18547	1407	0	0	0	735	11708	7186	57419	0	1624	43147	0	8659	0	13349	257	144789	0	9193	0	28081	198	0	0	0	0	0	0	0	0	4124	0	9728	1783	0	0	0	0
CSM67UAI_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124028	5066	48549	0	0	316	1507	35	0	0	8592	0	0	0	781	0	137	0	4355	0	0	0	14339	105	0	0	0	0	0	0	0	295	447	0	0	102	751	12380	2821	0	0	0	0	138345	5862	0	69	0	1520
MSM5LLHR_P	0	0	155	0	1407	60241	221134	13230	0	418	0	11684	88	0	14835	0	861	0	63442	183699	3245	535	1414	2394	15091	1283	0	30847	8500	0	0	0	2304	6277	75272	2932	0	0	2026	867	1241	0	1742	0	0	204	7591	2642	15640	579	0	2141	0	5393	1370	1215	3419	0	0	560	71	25647	0	5664	0	63964	0	505	5850	9887	1000	0	13167	0	0	267	215	0	0	51550	20841	902	0	0	0	0	80
ESM5MEDZ_P	0	0	0	0	134	0	0	0	0	37786	0	0	0	0	62798	0	0	30	0	269538	1402	0	0	0	0	42336	0	0	5559	0	0	0	0	0	0	0	0	308	391	0	0	0	0	11346	802	27	640	0	28021	0	0	0	3409	819	1070	1399	474	0	120	0	0	335	150	32	266	106126	0	0	0	264	0	0	733	1005	1150	341	3902	5	830	0	2721	0	0	0	2680	0	0
MSM5LLIQ_P	0	0	0	0	0	0	0	4330	0	0	0	21586	0	0	0	0	0	387	1034	281289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79035	0	0	0	0	0	0	0	0	0	0	0	0	12583	0	0	0	6773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSM5LLIC_P	0	0	772	0	122	23992	3707	2063	0	90	31731	45	0	74480	12899	4311	17129	5718	13293	20661	0	3492	21988	0	16408	7858	0	50	7875	0	0	0	20036	1553	27330	21671	0	1061	560	345	0	0	0	0	250	51	3463	237	42078	94	0	11980	0	492	3648	1780	363	773	1387	6645	11044	1941	2229	3616	162	134332	0	682	0	38320	0	0	46636	0	161	179	476	9289	1206	0	9409	308	808	0	5147	11784	0
MSM5LLHV_P	866	0	184	0	166	0	0	2024	0	0	0	0	0	0	137	14	57391	13764	131111	11067	0	3939	23	0	2223	5987	0	0	346	0	48	0	5949	53267	0	0	0	0	308	329	26	326	9265	0	38	113	2603	0	4074	0	0	0	612	165	969	0	735	0	0	25	0	0	168	4949	0	17666	0	0	1164	26729	0	40526	9742	0	0	0	6	0	444	0	5563	4164	725	0	0	25226	0
CSM5FZ3T_P	0	0	0	0	0	0	0	2989	0	0	0	115179	0	0	0	0	0	133712	27	168473	11623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	13649	0	26049	0	0	0	0	651	0	0	1064	0	0	0	0	0	0	0	658	0	176	51	0	0	67	0	0	0	0	0	0	246	0	0	25593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSM5LLFG_P	0	0	0	0	0	24213	0	0	0	0	0	41	0	0	38189	0	26420	20633	14054	18952	0	0	0	0	0	40	0	43038	0	18533	64639	0	0	0	72917	0	0	0	11876	133	417	98	498	0	51	0	7252	45	11260	1439	7	0	346	155	5397	0	213	0	367	796	3	456	0	8855	0	80744	0	0	0	22630	25	0	0	0	0	0	43	0	0	0	8741	2627	0	0	0	4578	1737
MSM5LLIS_P	0	0	0	0	78	5180	140	31	0	679	0	6244	310	0	3072	0	78	1963	30717	9449	634	399	1239	0	2233	70	26	2460	0	0	0	671893	190	14	75	1766	0	0	0	0	0	0	0	0	0	0	4104	0	7218	203	0	190	0	552	141	16	39	126	130	127	6332	5271	0	694	176	67353	0	0	0	5230	0	0	0	0	0	0	56	0	0	25932	56	0	0	0	0	0	0
ESM5GEYY_P	0	0	772	0	131	52848	73372	28338	0	8	0	209262	0	0	438	0	20	101598	125	72254	30743	0	0	0	29447	0	0	25136	0	0	0	29194	7248	5468	5236	0	10695	1410	3258	334	0	636	0	0	1792	0	0	0	219	0	0	0	843	0	4637	0	117	0	547	0	0	5447	0	218	0	98897	0	0	0	16807	6	0	4163	1186	85	6937	26807	0	0	0	6507	4329	884	60221	6469	0	0
CSM5MCTZ_P	168	0	272	0	469	31054	812	3303	1494	2245	0	4433	0	0	22246	7475	68062	1100	42388	91848	1451	404	33334	0	3943	13	0	5940	0	8567	39729	0	0	1061	37336	3635	0	0	47	30	0	278	0	0	0	200	7390	77	14059	0	0	0	0	596	1765	408	1571	0	777	34	68	9236	0	1561	0	99671	0	0	3981	28173	86	0	84	0	0	0	27	75	772	6997	927	0	0	0	1341	0	0
HSM5MD87_P	0	506	8867	36	954	49812	0	11466	0	0	0	2829	0	0	86055	0	61939	0	76477	51	0	0	0	0	0	8463	0	61999	0	0	0	490	0	0	0	3695	0	2113	253	0	0	0	119	0	12	2215	0	10	25586	3182	0	24159	239	76	708	950	1244	100	0	569	0	585	4701	2385	0	199524	0	0	2533	16263	0	0	6949	497	162	2329	1673	4209	1114	0	760	10294	0	0	817	0	0
CSM5MCU4_P	0	0	0	0	0	0	0	676481	0	0	0	0	0	0	0	0	0	5	121	147	0	0	0	5625	21578	0	0	0	0	0	0	0	0	0	0	0	41532	0	19369	0	31481	0	0	0	6733	205	3888	0	0	0	1810	0	2589	704	620	0	0	0	0	13643	0	2011	0	8212	0	102	0	0	0	10671	10	0	0	0	0	0	25	322	5292	0	0	0	0	0	0	0	0
HSM5MD82_P	12502	5448	8076	0	2956	34413	0	3164	4780	294	2	1000	0	0	606	0	32994	42869	2745	25625	0	0	0	0	3847	13235	0	0	0	0	0	172160	140	23721	69158	0	0	233	3019	160	3	470	25315	28	464	357	4707	3413	0	445	0	459	2216	887	790	0	648	0	0	110	0	0	1176	5591	0	234585	0	0	0	9605	0	0	92379	0	3	243	307	3441	2	0	2924	4961	1302	0	244	1241	0
HSM5MD8A_P	0	135	3931	947	8601	69641	0	5465	36033	0	16153	12576	0	0	54440	0	6756	11706	16065	21260	248	0	0	0	0	0	0	44666	0	313	1180	0	697	15151	993	0	0	220	349	0	0	343	8540	1837	0	449	231	361	38958	0	320	11857	7338	399	104401	1812	677	3443	35537	59139	3936	31957	0	3436	65	1287	58	0	0	29243	327	0	5391	329	535	2095	1727	1427	747	0	5198	10001	0	0	3422	181	0
CSM6J2H9_P	232	0	601	0	39	17936	10398	54	0	0	0	5393	0	0	1329	29417	223490	4568	189590	77033	23113	10060	44586	0	0	3265	534	37030	0	0	0	0	0	17647	88466	1867	0	0	116	12	0	0	5673	0	0	54	1673	244	25953	0	0	6333	363	734	4569	0	1158	0	98	15537	17303	12945	0	6172	347	294726	10131	0	31666	153484	0	4526	0	0	0	0	26	0	0	0	2584	117	0	0	147	0	0
CSM79HHO	0	0	44	0	9	7167	0	37846	0	0	0	3247	0	0	22	0	71594	2125	22501	0	915	4362	32190	495	6375	518	0	14273	0	0	0	0	16098	44927	31502	15162	0	0	0	0	0	0	199	0	0	0	433	0	907	54048	0	132	0	535	297	165	210	383	279	817	2013	115	0	2644	0	26859	0	616	197	32951	0	0	0	0	0	0	0	0	0	6202	200	0	61	0	388	1280	130
CSM79HKX	0	0	0	0	204	13	12851	35	6	285	8	1620	0	288388	18171	0	107194	20049	158903	64114	10884	0	0	0	0	900	0	0	20948	0	0	0	0	0	0	0	0	0	30	3	0	0	24	0	0	458	145	42	9617	0	0	27118	0	317	1011	0	104	0	0	3065	103078	15436	0	1963	0	127678	3239	0	35	935	0	168	0	102	98	200	493	172	0	0	1888	99961	0	0	135	107	0
CSM79HNE	383	0	68	0	0	0	0	0	0	0	0	33012	0	0	6867	0	0	0	2	4	0	0	0	0	0	0	0	0	18	0	0	0	0	0	21497	0	0	14	0	0	0	0	0	0	0	12	576	0	10502	0	16	0	69	3	1237	0	24	0	5	462	254068	1625	0	396	1063	21009	0	0	0	2229	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSM7KOP6	0	0	0	0	429	0	35847	87	0	0	0	15796	0	65610	14719	0	30282	2074	117991	16830	314	0	0	0	0	2132	0	14894	20678	0	0	0	710	35978	52448	5379	0	0	0	0	0	16	626	0	0	136	2633	278	2800	5936	0	0	0	963	2455	399	163	0	523	0	0	211	269	1254	0	22101	7512	0	0	8086	0	0	0	0	0	0	0	386	13	0	577	710	397	0	0	0	0
ESM5MEDN	0	0	0	0	579	11027	0	57630	0	733	0	4622	0	0	2859	0	66191	169	2947	66	816	0	0	0	1947	0	0	310	0	0	0	0	12948	1141	14283	5687	0	726	229	38	0	222	1248	0	0	170	0	1540	5233	0	0	373	0	205	1865	1179	0	0	0	0	0	0	196	4795	0	22484	0	0	0	8194	0	0	0	135	0	0	16	318	422	0	977	209	0	109	62	7516	34
HSM67VID	0	0	0	0	0	10534	0	1319	0	200	0	1370	0	7	142	0	33	5290	9735	8087	285	250	0	1096	1386	0	2064	5959	0	0	0	166981	0	987	8019	425	0	0	0	0	0	0	0	0	0	0	71	0	27	37709	0	0	0	147	424	0	131	0	154	628	0	0	2454	276	351	18805	0	0	0	9230	0	0	0	0	0	0	0	0	0	0	285	2122	585	0	800	0	0
HSM7J4J7	0	0	358	374	0	55708	0	3	10	77591	0	26290	0	70	23450	0	193	0	39462	202647	3685	0	0	0	3644	0	0	28270	0	0	0	0	274	0	0	1258	0	0	3538	185	63	115	0	0	0	0	0	825	7954	0	7	425	1072	168	3100	0	1249	12515	491	31	0	976	123	0	0	18160	0	0	0	7762	61	0	0	269	0	0	136	1158	1337	0	0	12912	188	0	21	0	0
HSM7J4JH	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	12	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	31160	0	0	149796	0	482	21115	0	0	0	9078	0	0	0	299	0	502	0	0	135	0	0	1848	0	0	0	0	47	0	0	0	7783	0	0	0	9485	898	11	7696	0	0	0	0	3628	368	0	16295	136	201
HSM7J4Q1	0	0	2909	399	129	43245	0	35659	0	7	0	2315	0	0	86595	0	0	18356	33200	0	1739	0	59707	0	22460	545	0	50768	0	6496	14401	0	11498	107767	0	0	40819	59	16	0	0	0	3000	0	0	0	0	112	31533	976	0	871	0	54	261	74	315	0	229	269	5690	23	0	4470	0	130793	29	0	0	10299	0	0	1183	754	399	3205	6098	478	161	0	751	0	0	0	801	0	0
HSMA33IE	0	0	21	0	0	66930	0	0	43068	724	0	10567	0	0	268	0	0	214	57548	46539	0	1475	50833	0	0	0	0	62606	0	0	0	0	1460	8924	39543	0	0	11	3212	17	0	0	223	0	84	48	0	1673	844	0	0	0	111	170	7341	0	777	0	1179	637	0	0	0	2829	0	267	0	0	0	819	0	0	68	0	0	0	0	32	0	2941	4652	517	0	0	0	0	0
MSM79H5E	0	0	0	0	210	14378	361	0	545	0	2062	0	0	75316	4409	0	5782	7217	2851	47496	1702	1490	44692	61	6196	5145	0	13790	812	1470	3753	72674	2334	2610	33334	7631	0	0	60	0	0	0	0	0	0	0	1682	1443	3566	0	0	1443	0	542	3540	797	536	914	5062	3615	1166	1535	0	3545	191	30828	0	831	0	32977	0	0	0	0	0	0	0	0	4	19757	595	347	0	0	0	2645	0
MSM9VZNR	0	0	0	0	0	0	0	63	0	39831	0	0	0	0	0	0	0	12220	0	349827	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	10	4652	0	139	0	0	225	8256	5646	1983	0	0	0	0	0	1557	0	3084	0	0	238	0	0	14649	0	0	7103	0	32249	0	0	0	407	419	0	8721	0	65	545	493	0	0	0	0	5015	1583	0	977	0	0
MSM9VZPH	0	0	0	0	0	0	15203	6968	0	0	29	36884	1067	53	7652	0	0	0	218916	1482	353	0	0	0	6162	0	0	0	363	0	0	0	0	0	37987	0	0	0	109	66	0	0	225	0	77	248	2119	1573	41627	111	0	6	3285	1001	8174	1240	1737	0	9473	502	1952	2255	0	2752	0	69724	0	0	0	38425	0	0	67467	0	0	0	22	3731	8321	0	0	0	0	0	0	0	0
MSMA267V	3539	0	2289	251	2008	5769	374	3534	0	0	13184	0	0	21584	5817	0	15307	2116	6433	9181	590	0	7064	0	3886	219	389	3806	3061	7311	7071	0	4726	5293	14502	7627	0	33	0	0	0	0	684	0	0	37	1329	1610	3640	163239	0	822	0	2642	5245	1467	24656	0	2208	1136	11482	2322	1881	3028	0	90668	4728	1805	635	32856	0	0	0	0	0	0	21	302	578	0	0	0	0	0	182	864	0
PSM7J13I	0	0	0	0	0	41994	0	98027	0	0	0	11001	0	0	0	0	0	56698	143877	0	16053	0	0	0	9682	4189	0	0	6776	0	0	0	5693	7091	21818	9133	0	0	4448	68	0	10	0	0	0	15	0	8	2735	0	0	0	353	66	2104	484	86	0	411	0	0	0	485	1153	0	16750	0	0	0	17611	0	0	0	1961	0	533	5230	0	0	0	0	72	132	0	0	0	0
PSM7J1BV	1113	611	1234	0	561	16313	2276	5863	0	11487	0	13781	0	0	29928	0	281995	328	26321	14020	196	5560	33361	0	6920	3674	0	62538	0	0	0	0	1179	0	21611	8436	0	0	0	0	0	0	0	0	0	0	1107	1165	1137	0	0	0	0	923	0	333	667	0	584	128	1963	995	6324	2053	0	13285	3624	0	0	3262	0	0	62	0	0	0	69	4	8	37396	865	0	0	0	0	0	0
PSMA264O	2279	0	514	0	0	44206	0	0	0	0	11195	0	0	24342	5955	0	4293	15173	2662	16050	71	0	0	0	0	32	0	3049	6153	0	0	268234	0	0	0	0	0	0	425	0	0	150	0	4	710	1286	1196	0	1879	0	439	0	296	11	229	0	0	0	492	10797	1371	9152	0	2316	569	95531	0	0	0	71	50	0	7374	246	144	1652	511	0	0	0	0	0	0	0	2107	0	0
ESM5GEYX_P	0	0	0	0	181	12734	6085	8158	0	7766	0	0	4417	43945	24683	0	60	98	12541	15191	4948	12604	23006	0	3763	3209	3362	0	12069	0	0	0	111	19345	46427	1577	0	1299	0	0	0	0	751	0	0	0	2423	0	13666	15392	0	0	0	402	121	1035	1806	377	120	201	1316	823	9191	477	0	100447	0	214	0	67592	0	0	24040	1398	128	2551	0	0	0	6392	335	0	248	620	1560	272	0
CSM5FZ4E_P	0	0	0	0	0	582	0	62306	0	0	0	0	0	0	233570	11530	21	30544	481739	827	8318	0	0	0	3505	118	0	204	38881	0	0	0	719	29261	86913	56	0	0	15	0	737	21	10	0	204	0	0	8645	0	5903	199	0	3761	2180	1501	1434	2050	0	118	0	0	0	35	5453	0	57270	6972	0	0	26724	0	92823	0	0	0	0	0	0	0	0	4669	0	0	0	0	0	0
ESM5MEAB_P	0	0	41	0	1459	45	0	1641	0	0	99	0	0	609	13185	0	103538	0	17523	11600	21	0	114	0	0	62	0	38461	0	0	0	0	151	118	137	23	0	1579	1855	0	439	7	0	0	0	0	10821	106	0	0	0	0	2314	28	2153	0	279	0	0	1564	0	0	0	0	281	38964	0	0	0	8106	66	23067	794	0	0	216	1220	0	0	0	0	2015	0	0	6154	7	1437
HSM5MD6O_P	0	0	0	0	0	12715	0	0	0	0	0	0	0	0	14696	0	78315	0	109011	35772	1498	0	0	0	0	0	0	0	88486	0	0	0	835	17865	20718	0	0	0	0	0	0	0	241	0	0	102	3928	0	2022	0	0	0	0	22	602	0	0	0	0	350	0	669	813	411	0	14143	0	0	30	371	0	0	2870	95	526	3988	1415	0	0	0	0	0	0	0	724	0	70
CSM67UCU_P	75	164	512	0	13	0	0	32757	0	0	0	9212	0	0	858	0	0	1870	121309	57786	1923	0	0	0	0	15172	0	0	1208	0	0	57	4877	54835	123138	12705	0	0	0	0	0	0	0	0	0	242	593	20	9140	1694	0	398	0	49	103	0	36	0	111	0	0	174	55	666	0	23958	0	605	0	7805	0	0	0	0	0	0	0	183	516	0	0	1662	529	0	0	0	0
MSM79H52_P	0	0	7552	0	0	23799	0	748	0	4384	0	0	0	0	4698	0	0	433	1698	6863	0	7153	33303	0	0	28806	0	0	0	0	0	0	1045	4398	25987	8082	0	104	0	0	0	0	2021	0	0	0	474	0	5782	820	11119	0	0	29	5906	0	0	0	288	495	0	0	0	1602	0	1127	150852	0	0	32726	39	0	0	0	0	0	0	0	0	0	174	97	0	0	0	0	0
HSM7CZ1T_P	15	0	927	1287	0	0	0	0	0	0	0	16817	0	0	14789	0	188801	12510	118816	232043	1273	0	0	0	8371	167	5282	0	55191	0	0	0	1925	27069	0	15497	0	0	296	0	0	23	465	0	1327	319	134	174	0	0	79	4384	712	1109	618	646	934	0	1836	103	3776	9663	0	7855	0	51528	0	0	5727	6596	86	0	0	0	0	81	139	2472	1692	0	1735	2417	1315	0	412	1271	595
ESM718U9_P	0	0	0	0	0	0	0	0	0	0	0	78652	0	0	1703	0	45163	5302	3355	13104	53	0	0	0	0	3644	0	1811	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	489	701	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	146	0	0	11006	0	0	0	739	0	0	0	0	0	1284	548	1217	617	0	4463	40700	0	0	0	119127	0
CSM79HH2_P	3441	208	287	0	179	11242	115492	3868	589	5542	8780	2024	0	18783	15457	10379	46808	3448	20953	77300	331	6438	571	0	34652	4143	0	5168	21598	0	88	9806	4385	17750	9521	13524	0	0	2039	42	5750	127	1567	0	111	6803	26	612	9281	428	6	23	433	0	429	292	1036	0	55	2586	68	55	0	15513	0	13438	775	0	0	77157	0	234672	3190	0	0	0	0	6089	4730	0	3907	14347	0	0	0	3527	0
ESM5MEC7_P	1269	0	542	0	945	16011	7	6955	703	9871	17	55556	0	921	726	0	100779	1952	56421	311592	557	8148	361	0	7963	12486	0	7848	0	0	131	13384	10847	13546	19372	5476	0	24	495	25	0	2623	339	2930	245	525	112	0	4565	561	0	14	2258	100	5975	1814	0	0	28144	2067	99742	1250	0	14822	582	60333	1876	14	0	9709	129	0	8286	704	0	3265	33	125	1337	87	1540	17107	610	763	3044	319	936
CSM7KOUJ_P	109	0	0	0	0	91835	0	11490	79598	332	110586	0	0	193	1781	0	327	55658	44927	39513	1700	0	196	0	0	5309	0	131	5533	0	0	1828	0	124	146	0	0	0	0	0	0	0	0	0	0	0	2921	57	531	0	0	9	62	530	1508	100	0	0	0	1972	20	1223	0	1603	0	16549	0	0	1793	3207	0	0	50	0	0	102	186	144	653	61	0	0	0	0	390	0	0
ESM5GEYU_P	0	0	588	0	0	0	0	318	6625	0	0	128392	0	618	114	0	243	0	57093	22280	0	0	0	0	0	299	0	0	336	0	0	0	0	0	0	0	77	33	10593	151	237	4040	2573	0	12670	2303	780	0	68502	0	0	0	134	38	506	80	0	0	0	1104	1589	927	0	1565	0	100716	71	0	0	1209	0	394	35518	4636	1624	29058	15972	2473	991	2559	0	34356	737	0	8214	0	0
ESM5MEEJ_P	962	144	1027	0	357	21137	0	8188	0	83	0	0	0	11231	39888	18075	0	91804	124072	33931	2825	0	0	0	0	0	0	29318	92069	0	0	0	0	0	0	0	0	12	195	108	9	463	345	0	904	928	0	0	0	0	0	2820	0	68	0	250	367	0	101	470	1208	1782	2756	5524	0	241335	0	0	0	1289	0	0	15827	2853	110	863	0	175	195	15897	0	0	0	0	723	0	0
CSM5MCUQ_P	0	0	80	0	895	0	4338	0	0	67081	0	2243	15459	0	0	0	139967	2699	73843	42	0	0	0	0	0	2791	0	77432	0	0	0	0	0	12100	36508	0	23289	0	618	97	1049	2219	1938	0	190	1359	3772	434	2394	17150	405	0	949	366	3566	0	2365	0	0	48	2863	1880	0	27424	0	81542	5447	0	6051	242679	472	0	0	0	0	0	0	2378	347	0	14733	14761	460	0	0	6389	0
HSM5MD4U_P	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	374500	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	224	0	9470	1279	0	0	8886	2051	0	0	0	0	2130	0	10774	5	5385	0	0	1661	0	0	3390	3233	1039	0	0	29	0	0	0	7547	50	0	12400	698	83	4603	0	0	0	0	0	7346	0	0	5	273	0
